"restaurant","rating","date","review","author"
"Villalobos",5,"2016-01-10","One of our favorites in Montclair. Fresh and inventive tacos, great and friendly service, unique specials, reasonably priced and always a seat at the bar where we usually hang out devouring guacamole and tacos. We always feel like Villalobos flies under the radar, but hope it will be around for a long time to come.","Nolan H."
"Villalobos",4,"2015-04-10","We went today for a late lunch and we definetly enjoyed it. We've been meaning to come for some time now and today was finally the day. The menu is small and quaint , which I prefer a lot BC you know they focus on those items and make them to perfection . we Had the guacamole for an app, it was a good size and it was yummy, we def filled up on that and the chips. For our main course we had tacos. We had a shrimp taco, pork belly, brisket, sauasge, and meat omelete, and all were just as good with a different flavor to each. I love that they come as an individual and you can choose what and how many you prefer. We would def come again and def is great for a lunch choice.","Anna P."
"Villalobos",2,"2015-07-25","Meh. If you like going to over crowded and noisy restaurants with bland food, mediocre service, and a too-cool-for-Brooklyn vibe this is the place for you.  On the plus side the ingredients are fresh.  On the negative side, well the list is long.  But because the room has a nice design aesthetic (and prices to match), people ignore the many obvious failings including the service with attitude.  With so many other good options in the Montclair area, why waste your time and money here?","George A."
"Villalobos",5,"2015-04-03","Super fresh. Creative specials. Love the tacos. Just like mom makes. Open floor plan but not too noisy. Love the open kitchen so I can watch them cook. Good service. Reasonable prices which are hard to find in mc.","Elizabeth M."
"Villalobos",5,"2015-05-02","Went there for an early dinner with my mom today. Everything was wonderful. We had the fresh guacamole, scallop tacos and chicken taco. Very nice service, really good food and reasonable prices.","June Z."
"Villalobos",3,"2015-05-30","It's okay. I like the shrimp taco. I think the pork taco is a bit too slaty for my taste. The staff was really nice.","Edna E."
"Villalobos",4,"2015-02-21","My fiancé and I (well, more so my fiancé) found this spot after hunting down a chef from a former restaurant in Montclair. I have to give credit where it is due. The food here is amazing. We started off with the chips and homemade sauces (thumbs up) and we each tried 3 different tacos (pork, fish, chicken) and he ordered an extra chorizo. All of them were delicious!! The only compliant we had was that the chorizo was a bit too salty but good nonetheless. In addition we ordered a side of broccoli with (once again) a homemade dipping sauce. Will definitely be returning. :)","Jess K."
"Villalobos",4,"2015-07-13","The tacos are great; the guac is fantastic!  The rice and beans could be better, but everything else is excellent, including the service!","Paula P."
"Villalobos",5,"2015-04-11","Just stopped in on Saturday for lunch with my wife.  Outstanding!  Had fish taco, calamari taco and shrimp taco....each was delicious with unique interesting flavors.  We also had a chicken tamal...wow! Excellent friendly service...very nice atmosphere.... We'll be back soon!","Robert W."
"Villalobos",5,"2016-01-03","My experience has been consistently great. From the service to the food. I am never disappointed. My wife and I love it here. And would highly recommend it.","Joe D."
"Villalobos",4,"2014-12-24","Villalobos is a great spot for some modern and fresh takes on Mexican cuisine. They have a list of about a dozen appetizers, a few plates and a list of about eight tacos. The chips with red and green salsas on the table are great. It's a BYOB like a lot of places in Montclair. It looked like they had some slush machines running, not sure if that is something they will mix for you with booze, or if it is a drink on its own.  We split appetizers of guacamole (this ain't chipotle but guac is still extra!!!), beef crudo and a tostada topped with a tuna tartare. The guacamole was fresh, chunky and great with the house made chips. The beef crudo was dressed with a peppery blend of spices, mixed with chopped egg, small potato chips and had a nice balance of acid to cut through the beef and egg. The tuna tostada was topped with fresh tuna chopped with winter melon and black sesame seeds on top of a crisp tortilla. The tuna was better than I've had at most sushi restaurants. The winter melon and black sesame flavored the dish without being overpowering, really letting the tuna shine. We loved the tacos!! But at $5 each they are kinda expensive (but the quality was A-1). Expect to order 3-4 per person. The tortillas were hot and fresh. All the tacos we tried (and loved) were the calamari which was lightly breaded and fried, carnitas made with pork belly braised in coca cola, lengua (beef tongue) which was fatty and braised until tender, spicy chorizo with potato, fried crispy fish, short rib and flavorful chicken al pastor. Will have to come back and try some more menu items.","Spike T."
